교과목명,주담당교수
글로벌행정이론,구민교
도시정부론,김순은
글로벌시대의 발전정책,Jorg Michael Dostal
외교와 정책,노경수
줄기세포의 유전학 및 후성유전학,권유욱
줄기세포생물학의 응용 및 재생의학,구승엽
공학자를 위한 물리,황원태
엔지니어링 프로젝트 매니지먼트 I,박창우
공학자를 위한 수학,신창수
스마트 산업 시스템,Suh Eun Suk
시스템 아키텍쳐 설계 개론,Suh Eun Suk
응용공학프로젝트연구 Ⅱ,구윤모
응용공학프로젝트연구 Ⅱ,김성우
응용공학프로젝트연구 Ⅱ,Suh Eun Suk
응용공학프로젝트연구 Ⅱ,이덕주
응용공학프로젝트연구 Ⅱ,이명규
응용공학프로젝트연구 Ⅱ,윤병동
응용공학프로젝트연구 Ⅱ,문주혁
응용공학프로젝트연구 Ⅱ,윤성로
응용공학프로젝트연구 Ⅱ,문승일
응용공학프로젝트연구 Ⅱ,윤용태
응용공학프로젝트연구 Ⅱ,이종민
응용공학프로젝트연구 Ⅱ,김용권
응용공학프로젝트연구 Ⅱ,서종모
미래산업변화 대응 전략,한규환
공학자를 위한 통계,구윤모
그린에코공학개론,최준원
그린에코공학세미나 I,최준원
응용공학세미나 Ⅱ,구윤모
공학자를 위한 인공지능시스템 설계,이정우
전력시장의 이해,박종근
전기전자회로의 원리 및 실험,김용권
응용공학설계,김성우
발전공학,박종남
자율로봇지능,김성우
규제독성학특강,박중훈
비임상연구특강,박중훈
식품 콜로이드학,정동화
식품 바이오젤특강,정동화
작물분자생물학특강,정춘균
성과평가의 실험적 방법론,김태윤
국제농림업개발정책분석,박미선
경제동물산업기술 특강,김태민
작물재배생태 및 병해충예찰 실습 I,서장균
응용공학프로젝트의 기초,곽우영
응용공학프로젝트의 기초,김희집
응용공학프로젝트의 기초,박종남
응용공학프로젝트의 기초,박창우
응용공학프로젝트의 기초,오병수
응용공학프로젝트의 기초,한규환
응용공학프로젝트의 기초,한훈
산업분리공정,김화용
공정산업 ICT 활용,윤여홍
논문작성과 연구실험 윤리,염수청
원조와 국제농업개발,김태윤
경제동물산업기술개론,김갑돈
국제농산물 가공학,김효진
종자생명공학특강,김주곤
프로바이오틱스와 장내미생물학 특강,허철성
유제품의 기능성학 특강,허철성
반추가축 영양소 분배학,김경훈
반추가축 사료가치 평가학,김경훈
초지 생태와 관리,김종근
조사료 생산이용학,김종근
기능성 축산소재 연구,강상기
응용 축산 생물공학,강상기
지속적 가금 생산기술,박태섭
가금 유전체 제어 기술,박태섭
농식품미생물공학특강,김도만
분자육종학 최신기술,강진호
종자생명기술 세미나 I,강진호
국제농촌자원관리공학,서교
국제농업공학연구 방법론 I,김학관
국제농업정책 세미나,박미선
경제동물산업기술 인턴십,염수청
바이오식품산업 인턴십,김효진
종자생명기술 인턴십,서장균
대학원논문연구,김도만
대학원논문연구,정동화
대학원논문연구,최준원
대학원논문연구,강상기
대학원논문연구,김경훈
대학원논문연구,김태윤
대학원논문연구,박병철
대학원논문연구,박태섭
대학원논문연구,서교
대학원논문연구,염수청
대학원논문연구,허철성
대학원논문연구,강진호
대학원논문연구,김갑돈
대학원논문연구,김종근
대학원논문연구,김태민
대학원논문연구,김학관
대학원논문연구,김효진
대학원논문연구,박미선
대학원논문연구,박중훈
대학원논문연구,서장균
대학원논문연구,지성태
대학원논문연구,정춘균
응용가축영양학,박병철
미세소포체 응용기술,김태민
작물후성유전학특강,정춘균
동아시아 농업발전론,지성태
과학기술정책,박상욱
과학기술과 젠더,임소연
한국현대과학기술발전사,홍성욱
공학자를 위한 글로벌 프로젝트 매니지먼트,박창우
정치경제철학 입문,강인선
동아시아고전강독,정세진
그리스어 문법 및 작문,이준엽
라틴어 문법 및 작문,양호영
라틴고전강독 2,허민준
인문데이터과학개론,유현조
인문데이터과학연습,남승호
기록학실습,김익한
중국의 고문서학,심재권
기록물 메타데이터,조명대
동아시아 비교문학론,서영채
과학기술과 동아시아 근대사,임종태
동아시아 비교사,박훈
동아시아의 대중예술과 문화교류,이진주
체질인류학 및 고병리학연구의 최신지견,신동훈
소화기 염증 및 염증관련 암의 병리학,장미수
법의미생물학,국윤호
법과학개론,이환영
질병예방과 건강증진,강영호
정신병리학,강웅구
후성유전학과 피부질환,박경찬
근골격계 생체재료학,유정준
문화환경세미나,조경진
커뮤니티계획과설계,조경진
도시재생 스튜디오,김세훈
환경설계 스튜디오,서예례
생활지도 및 상담,조애리
생활지도 및 상담,최정아
학교폭력예방 및 학생의 이해,김경래
학교폭력예방 및 학생의 이해,이수진
학교폭력예방 및 학생의 이해,윤영
학교폭력예방 및 학생의 이해,조은별
학교현장실습,박동열
교육봉사활동1,박동열
교육봉사활동2,박동열
글쓰기의 기초,서반석
글쓰기의 기초,김승민
글쓰기의 기초,이은주
글쓰기의 기초,박혜승
인문학글쓰기,이유선
인문학글쓰기,이상원
인문학글쓰기,김재호
인문학글쓰기,서선정
인문학글쓰기,김광식
사회과학글쓰기,박현희
사회과학글쓰기,정지웅
과학과 기술 글쓰기,김수아
과학과 기술 글쓰기,윤선구
말하기와 토론,김종영
말하기와 토론,이상원
말하기와 토론,백미숙
말하기와 토론,황은미
말하기와 토론,홍은영
말하기와 토론,박재홍
말하기와 토론,김용신
창의적 사고와 표현,박현희
창의적 사고와 표현,김재호
창의적 사고와 표현,김광식
창의적 사고와 표현,김수아
창의적 사고와 표현,이유선
창의적 사고와 표현,이상원
논리와 비판적 사고,이주한
논리와 비판적 사고,최동호
논리와 비판적 사고,이풍실
논리와 비판적 사고,이정규
초급한국어,박지용
중급한국어 1,김소영
중급한국어 2,김주상
고급한국어,이현주
고급한국어,정혜린
초급한문 1,임도현
초급한문 1,서용준
초급한문 1,김효신
초급한문 1,문준혜
초급한문 1,윤지양
초급한문 1,김지현
초급한문 1,김지영
초급한문 2,주기평
초급한문 2,최형섭
초급한문 2,양중석
중급한문,김정남
중급한문,정진걸
한문명작읽기,양중석
역사와 철학 한문원전읽기,김지은
초급중국어 1,김정남
초급중국어 1,임도현
초급중국어 1,양선혜
초급중국어 1,김하늬
초급중국어 1,주기평
초급중국어 1,홍혜진
초급중국어 1,서연주
초급중국어 1,박지현
초급중국어 1,이성현
초급중국어 1,나선희
초급중국어 1,신주리
초급중국어 1,이은진
초급중국어 1,이운재
초급중국어 1,김혜림
초급중국어 2,정진선
초급중국어 2,김지영
초급중국어 2,류창교
초급중국어 2,허윤정
초급중국어 2,박지현
초급중국어 2,김효신
초급중국어 2,김수희
초급중국어 2,신미경
중급중국어 1,박지현
중급중국어 1,정세진
중급중국어 1,정진선
중급중국어 1,김수희
중급중국어 1,신주리
중급중국어 1,신미경
중급중국어 2,신미경
중급중국어 2,이운재
중급중국어 2,신지영
중국어회화 1,당리
중국어회화 1,두염빙
중국어회화 1,예추이화
중국어회화 2,류야페이
미디어중국어,두염빙
대학영어 1,권혁승
대학영어 1,박용예
대학영어 1,손창용
대학영어 1,조철원
대학영어 1,Paul Shepherd
대학영어 1,김예리
대학영어 1,Christiaan Prinsloo
대학영어 1,모윤숙
대학영어 1,권진아
대학영어 1,서보람
대학영어 1,조희연
대학영어 1,김은아
대학영어 1,Kristina Wright
대학영어 1,Robin Anderson
대학영어 1,Christopher Hemann
대학영어 1,Leah Griesmann
대학영어 1,Joel J. Park
대학영어 1,Dylan Williams
대학영어 1,Linda Yoon
대학영어 1,Kristin A. Hrehor
대학영어 1,Andrew Mahaffey Wilbur
대학영어 1,장미
대학영어 1,이은경
대학영어 1,백혜정
대학영어 2: 글쓰기,Abigail Joo Young Shin
대학영어 2: 글쓰기,Dylan Williams
대학영어 2: 글쓰기,조희연
대학영어 2: 글쓰기,Linda Yoon
대학영어 2: 글쓰기,권진아
대학영어 2: 글쓰기,Kristina Wright
대학영어 2: 글쓰기,Paul Shepherd
대학영어 2: 글쓰기,서보람
대학영어 2: 글쓰기,Nicholas William Shaw
대학영어 2: 글쓰기,Andrew Mahaffey Wilbur
대학영어 2: 글쓰기,Raymond Salcedo
대학영어 2: 글쓰기,박채윤
대학영어 2: 글쓰기,Nick Clements
대학영어 2: 글쓰기,모윤숙
대학영어 2: 글쓰기,Robin Anderson
대학영어 2: 말하기,James Wood
대학영어 2: 말하기,임정인
대학영어 2: 말하기,Andrew Mahaffey Wilbur
대학영어 2: 말하기,Christopher Hemann
대학영어 2: 말하기,Abigail Joo Young Shin
대학영어 2: 말하기,Sharon Sungwon Yoon
대학영어 2: 말하기,Nick Clements
대학영어 2: 말하기,정한별
대학영어 2: 말하기,Paul Shepherd
대학영어 2: 말하기,김은아
대학영어 2: 말하기,Raymond Salcedo
대학영어 2: 말하기,임현량
대학영어 2: 말하기,노근영
고급영어: 산문,Nick Clements
고급영어: 산문,Leah Griesmann
고급영어: 학술작문,Christiaan Prinsloo
고급영어: 학술작문,James Wood
고급영어: 영화,Kristin A. Hrehor
고급영어: 영화,권진아
고급영어: 영화,Joel J. Park
고급영어: 연극,Raymond Salcedo
고급영어: 연극,박여선
고급영어: 연극,Linda Yoon
고급영어: 문화와 사회,안현아
고급영어: 문화와 사회,임현량
고급영어: 문화와 사회,김예리
고급영어: 문화와 사회,Nicholas William Shaw
고급영어: 문화와 사회,Joel J. Park
고급영어: 발표,정한별
고급영어: 발표,James Wood
고급영어: 발표,Sharon Sungwon Yoon
고급영어: 문학,손영주
고급영어: 문학,임재인
고급영어: 문학,박여선
고급영어: 문학,임정인
고급영어: 문학,박채윤
고급영어: 문학,서주희
초급프랑스어 1,서지형
초급프랑스어 1,문경훈
초급프랑스어 1,허영인
초급프랑스어 1,전승화
초급프랑스어 1,신선옥
초급프랑스어 1,서영지
초급프랑스어 1,이혜은
초급프랑스어 1,이민주
초급프랑스어 1,장재성
초급프랑스어 2,문경자
초급프랑스어 2,한정주
초급프랑스어 2,김종인
초급프랑스어 2,김혜중
중급프랑스어 1,전선형
중급프랑스어 1,김미현
중급프랑스어 1,정희경
중급프랑스어 2,최애영
프랑스어 글쓰기,정혜용
프랑스어 말하기,Benjamin Bourlange
시사프랑스어,김동수
초급독일어 1,천미수
초급독일어 1,김임구
초급독일어 1,송석희
초급독일어 1,김지원
초급독일어 1,오순희
초급독일어 1,강미란
초급독일어 1,유수연
초급독일어 1,지은영
초급독일어 1,유종윤
초급독일어 2,이병진
초급독일어 2,윤순식
초급독일어 2,홍성광
중급독일어 1,양태규
중급독일어 1,함경희
중급독일어 2,최영진
독일어 글쓰기,국지연
시사독일어,김임구
초급러시아어 1,이주홍
초급러시아어 1,이수현
